999001621	Doubt	0	65
999001621	Doubt	86	151
999001621	Loaded_Language	314	349
999001621	Doubt	293	442
999001621	Doubt	449	455
999001621	Doubt	457	490
999001621	Doubt	503	512
999001621	Loaded_Language	505	512
999001621	Doubt	515	542
999001621	Loaded_Language	515	542
999001621	Doubt	544	589
999001621	Name_Calling,Labeling	575	589
999001621	Doubt	601	622
999001621	Doubt	624	693
999001621	Doubt	702	730
999001621	Name_Calling,Labeling	800	824
999001621	Doubt	1448	1498
999001621	Doubt	1502	1561
999001621	Doubt	1568	1579
999001621	Doubt	1584	1595
999001621	Name_Calling,Labeling	1584	1595
999001621	Doubt	1598	1633
999001621	Name_Calling,Labeling	1598	1633
999001621	Doubt	1641	1688
999001621	Doubt	1697	1708
999001621	Doubt	1714	1751
999001621	Exaggeration,Minimisation	3036	3068
999001621	Loaded_Language	3562	3584
999001621	Doubt	3764	3795
999001621	Name_Calling,Labeling	3799	3817
999001621	Doubt	3799	3849
999001621	Doubt	3855	3898
999001621	Doubt	3900	3921
999001621	Doubt	3925	3988
999001621	Doubt	3994	4002
999001621	Doubt	4315	4374
999001621	Doubt	4379	4465
999001621	Loaded_Language	4497	4530
999001621	Doubt	4479	4539
999001621	Doubt	4547	4694
999001621	Name_Calling,Labeling	4596	4694
999001621	Name_Calling,Labeling	4827	4833
999001621	Name_Calling,Labeling	4836	4857
999001621	Name_Calling,Labeling	4867	4904
999001621	Doubt	4915	4971
999001621	Doubt	4976	4993
999001621	Doubt	4998	5068
999001621	Doubt	5078	5095
999001621	Doubt	5097	5148
999001621	Doubt	5150	5249
999001621	Exaggeration,Minimisation	5173	5249
999001621	Doubt	5251	5256
999001621	Doubt	5261	5327
999001621	Doubt	5340	5418
999001621	Exaggeration,Minimisation	5354	5418
999001621	Doubt	5420	5498
999001621	Loaded_Language	5490	5498
999001621	Doubt	5500	5565
999001621	Exaggeration,Minimisation	5526	5565
999001621	Name_Calling,Labeling	5526	5565
999001621	Doubt	5567	5604
999001621	Name_Calling,Labeling	5594	5604
999001621	Doubt	5606	5738
999001621	Doubt	5740	5785
999001621	Name_Calling,Labeling	5857	5903
999001621	Doubt	5787	5950
999001621	Doubt	5996	6003
