111111132	Loaded_Language	192	199
111111132	Name_Calling,Labeling	2407	2414
111111132	Name_Calling,Labeling	2417	2425
111111132	Black-and-White_Fallacy	4405	4455
111111132	Appeal_to_fear-prejudice	4516	4532
111111132	Black-and-White_Fallacy	4635	4661
111111132	Black-and-White_Fallacy	4663	4689
111111132	Black-and-White_Fallacy	6029	6061
111111132	Black-and-White_Fallacy	6063	6075
111111132	Loaded_Language	7845	7859
111111132	Loaded_Language	8215	8220
111111132	Name_Calling,Labeling	8963	8980
111111132	Red_Herring	9967	10022
111111132	Red_Herring	10024	10030
111111132	Loaded_Language	10735	10747
111111132	Loaded_Language	11185	11197
111111132	Slogans	12336	12379
