999000312	Loaded_Language	102	111
999000312	Loaded_Language	175	230
999000312	Name_Calling,Labeling	282	293
999000312	Doubt	113	320
999000312	Name_Calling,Labeling	490	511
999000312	Loaded_Language	527	562
999000312	Name_Calling,Labeling	811	820
999000312	Name_Calling,Labeling	1456	1466
999000312	Repetition	1456	1466
999000312	Name_Calling,Labeling	1937	1947
999000312	Doubt	1949	2111
999000312	Doubt	2113	2166
999000312	Doubt	2170	2215
999000312	Loaded_Language	2227	2256
999000312	Doubt	2227	2283
999000312	Doubt	2291	2334
999000312	Exaggeration,Minimisation	2359	2379
999000312	Name_Calling,Labeling	2369	2379
999000312	Exaggeration,Minimisation	2382	2417
999000312	Name_Calling,Labeling	2382	2417
999000312	Doubt	2597	2604
999000312	Doubt	2609	2734
999000312	Doubt	2741	2766
999000312	Doubt	2769	2793
999000312	Doubt	2797	2827
999000312	Exaggeration,Minimisation	3024	3051
999000312	Appeal_to_fear-prejudice	2942	3082
999000312	Appeal_to_fear-prejudice	3087	3138
999000312	Appeal_to_Authority	3140	3157
999000312	Causal_Oversimplification	3140	3157
999000312	Appeal_to_Authority	3169	3182
999000312	Causal_Oversimplification	3169	3182
999000312	Appeal_to_Authority	3184	3233
999000312	Causal_Oversimplification	3184	3233
999000312	Appeal_to_Authority	3235	3272
999000312	Causal_Oversimplification	3235	3272
999000312	Appeal_to_Authority	3274	3322
999000312	Causal_Oversimplification	3274	3322
999000312	Appeal_to_Authority	3324	3485
999000312	Causal_Oversimplification	3324	3485
999000312	Doubt	3355	3485
999000312	Doubt	3516	3526
999000312	Name_Calling,Labeling	3531	3564
999000312	Doubt	3531	3588
999000312	Name_Calling,Labeling	3568	3588
999000312	Name_Calling,Labeling	3602	3612
999000312	Doubt	3602	3649
999000312	Doubt	3670	3829
999000312	Exaggeration,Minimisation	3810	3829
999000312	Doubt	3836	3874
999000312	Exaggeration,Minimisation	3836	3874
999000312	Causal_Oversimplification	3876	3885
999000312	Loaded_Language	3945	3962
999000312	Causal_Oversimplification	3890	4080
999000312	Causal_Oversimplification	4082	4146
999000312	Name_Calling,Labeling	4158	4182
999000312	Name_Calling,Labeling	4188	4223
999000312	Exaggeration,Minimisation	4188	4225
999000312	Exaggeration,Minimisation	4229	4298
999000312	Exaggeration,Minimisation	4317	4375
999000312	Doubt	4381	4412
999000312	Doubt	4417	4488
999000312	Doubt	4493	4535
999000312	Doubt	4546	4623
999000312	Doubt	4630	4663
999000312	Doubt	4667	4720
999000312	Doubt	4722	4781
