700551604	Loaded_Language	1732	1747
700551604	Loaded_Language	1762	1769
700551604	Causal_Oversimplification	1925	1955
700551604	Flag-Waving	1925	1955
700551604	Causal_Oversimplification	1960	2019
700551604	Flag-Waving	1960	2019
700551604	Causal_Oversimplification	2028	2047
700551604	Flag-Waving	2028	2047
700551604	Causal_Oversimplification	2050	2056
700551604	Flag-Waving	2050	2056
700551604	Causal_Oversimplification	2060	2063
700551604	Causal_Oversimplification	2071	2090
700551604	Causal_Oversimplification	2095	2157
700551604	Causal_Oversimplification	2168	2195
700551604	Loaded_Language	2633	2671
700551604	Exaggeration,Minimisation	2816	2818
700551604	Exaggeration,Minimisation	2824	2858
700551604	Exaggeration,Minimisation	2909	2919
700551604	Exaggeration,Minimisation	2930	2962
700551604	Exaggeration,Minimisation	2976	3003
700551604	Exaggeration,Minimisation	3016	3030
700551604	Doubt	3159	3173
700551604	Doubt	3175	3262
700551604	Doubt	3271	3281
700551604	Exaggeration,Minimisation	3318	3337
700551604	Loaded_Language	3318	3337
700551604	Causal_Oversimplification	3460	3479
700551604	Loaded_Language	3494	3510
700551604	Name_Calling,Labeling	3809	3852
700551604	Name_Calling,Labeling	3860	3864
700551604	Exaggeration,Minimisation	4593	4601
700551604	Exaggeration,Minimisation	4620	4630
700551604	Exaggeration,Minimisation	4639	4664
700551604	Loaded_Language	4821	4829
700551604	Name_Calling,Labeling	5403	5430
700551604	Reductio_ad_hitlerum	5432	5484
700551604	Reductio_ad_hitlerum	5693	5731
700551604	Reductio_ad_hitlerum	5735	5765
700551604	Reductio_ad_hitlerum	5770	5868
700551604	Causal_Oversimplification	6004	6102
700551604	Loaded_Language	6937	6951
700551604	Causal_Oversimplification	7443	7485
700551604	Causal_Oversimplification	7502	7525
700551604	Causal_Oversimplification	7572	7595
700551604	Causal_Oversimplification	7599	7642
700551604	Causal_Oversimplification	7700	7707
700551604	Causal_Oversimplification	7712	7805
700551604	Flag-Waving	8662	8706
700551604	Flag-Waving	8925	8976
700551604	Flag-Waving	9260	9277
700551604	Flag-Waving	9288	9347
700551604	Flag-Waving	9350	9377
