730573740	Loaded_Language	51	55
730573740	Loaded_Language	59	70
730573740	Appeal_to_Authority	841	849
730573740	Black-and-White_Fallacy	997	1082
730573740	Loaded_Language	1052	1082
730573740	Black-and-White_Fallacy	1085	1129
730573740	Name_Calling,Labeling	1297	1326
730573740	Loaded_Language	1342	1426
730573740	Name_Calling,Labeling	1442	1443
730573740	Name_Calling,Labeling	1448	1465
730573740	Loaded_Language	1435	1521
730573740	Black-and-White_Fallacy	2185	2213
730573740	Black-and-White_Fallacy	2220	2244
730573740	Black-and-White_Fallacy	2258	2268
730573740	Black-and-White_Fallacy	2273	2366
730573740	Appeal_to_Authority	2476	2520
730573740	Appeal_to_Authority	2525	2556
730573740	Black-and-White_Fallacy	2644	2729
730573740	Black-and-White_Fallacy	4008	4055
730573740	Black-and-White_Fallacy	4057	4097
