706600938	Doubt	583	600
706600938	Doubt	604	682
706600938	Loaded_Language	1102	1256
706600938	Loaded_Language	1444	1504
706600938	Loaded_Language	1506	1556
706600938	Doubt	2572	2576
706600938	Doubt	2583	2586
706600938	Doubt	2590	2637
706600938	Doubt	2645	2659
706600938	Doubt	2661	2664
706600938	Doubt	2667	2688
706600938	Doubt	2695	2727
706600938	Doubt	2729	2763
706600938	Name_Calling,Labeling	2778	2804
706600938	Loaded_Language	2765	2807
706600938	Loaded_Language	2813	2834
706600938	Loaded_Language	2844	2854
706600938	Loaded_Language	2870	2891
706600938	Appeal_to_Authority	3066	3134
706600938	Loaded_Language	3309	3336
706600938	Loaded_Language	3338	3488
706600938	Loaded_Language	3501	3585
706600938	Loaded_Language	4190	4338
706600938	Loaded_Language	5315	5339
706600938	Doubt	5696	5732
706600938	Doubt	5739	5928
706600938	Thought-terminating_Cliches	7321	7354
