722512241	Appeal_to_fear-prejudice	47	114
722512241	Loaded_Language	191	242
722512241	Loaded_Language	254	305
722512241	Appeal_to_fear-prejudice	384	462
722512241	Appeal_to_fear-prejudice	473	522
722512241	Appeal_to_fear-prejudice	525	539
722512241	Exaggeration,Minimisation	541	595
722512241	Exaggeration,Minimisation	601	644
722512241	Exaggeration,Minimisation	650	698
722512241	Black-and-White_Fallacy	2416	2481
722512241	Black-and-White_Fallacy	2488	2518
722512241	Doubt	2660	2670
722512241	Doubt	2675	2752
722512241	Black-and-White_Fallacy	3549	3604
722512241	Black-and-White_Fallacy	3705	3745
722512241	Loaded_Language	3761	3780
722512241	Name_Calling,Labeling	3761	3780
722512241	Loaded_Language	3795	3817
722512241	Loaded_Language	3832	3861
722512241	Black-and-White_Fallacy	4138	4151
722512241	Black-and-White_Fallacy	4155	4229
722512241	Reductio_ad_hitlerum	4959	4982
722512241	Reductio_ad_hitlerum	4986	5162
722512241	Black-and-White_Fallacy	5360	5364
722512241	Black-and-White_Fallacy	5375	5397
722512241	Whataboutism	5600	5754
722512241	Loaded_Language	6153	6179
722512241	Loaded_Language	6182	6201
722512241	Loaded_Language	6496	6551
722512241	Loaded_Language	6566	6626
722512241	Loaded_Language	6633	6660
722512241	Loaded_Language	6667	6670
722512241	Appeal_to_fear-prejudice	6672	6732
722512241	Appeal_to_fear-prejudice	6744	6756
722512241	Appeal_to_fear-prejudice	6763	6814
722512241	Appeal_to_fear-prejudice	6816	6855
722512241	Appeal_to_fear-prejudice	7092	7213
722512241	Black-and-White_Fallacy	7240	7351
722512241	Black-and-White_Fallacy	7364	7376
722512241	Appeal_to_fear-prejudice	7382	7439
722512241	Appeal_to_fear-prejudice	7441	7462
722512241	Appeal_to_fear-prejudice	7464	7509
722512241	Loaded_Language	7712	7738
722512241	Appeal_to_fear-prejudice	7712	7787
722512241	Appeal_to_fear-prejudice	7789	7803
722512241	Appeal_to_fear-prejudice	7808	7838
722512241	Appeal_to_fear-prejudice	7841	7874
