788726416	Name_Calling,Labeling	0	9
788726416	Name_Calling,Labeling	19	27
788726416	Name_Calling,Labeling	58	67
788726416	Name_Calling,Labeling	77	85
788726416	Loaded_Language	120	148
788726416	Name_Calling,Labeling	182	192
788726416	Repetition	182	192
788726416	Flag-Waving	393	412
788726416	Flag-Waving	417	549
788726416	Name_Calling,Labeling	607	644
788726416	Name_Calling,Labeling	648	655
788726416	Loaded_Language	726	769
788726416	Loaded_Language	777	786
788726416	Flag-Waving	1062	1112
788726416	Flag-Waving	1117	1240
788726416	Name_Calling,Labeling	2112	2115
788726416	Name_Calling,Labeling	2129	2145
788726416	Name_Calling,Labeling	2155	2164
788726416	Name_Calling,Labeling	3528	3532
788726416	Name_Calling,Labeling	3641	3678
788726416	Loaded_Language	4150	4154
788726416	Loaded_Language	4157	4219
788726416	Loaded_Language	4500	4516
788726416	Name_Calling,Labeling	4894	4909
