700551604	Loaded_Language	1603	1627
700551604	Causal_Oversimplification	1787	1815
700551604	Flag-Waving	1787	1815
700551604	Causal_Oversimplification	1819	1840
700551604	Flag-Waving	1819	1840
700551604	Causal_Oversimplification	1846	1892
700551604	Flag-Waving	1846	1892
700551604	Causal_Oversimplification	1897	1918
700551604	Flag-Waving	1897	1918
700551604	Causal_Oversimplification	1929	1937
700551604	Flag-Waving	1929	1937
700551604	Causal_Oversimplification	1941	1943
700551604	Causal_Oversimplification	1951	1971
700551604	Causal_Oversimplification	1975	2035
700551604	Causal_Oversimplification	2041	2059
700551604	Loaded_Language	2479	2515
700551604	Exaggeration,Minimisation	2639	2659
700551604	Exaggeration,Minimisation	2663	2683
700551604	Exaggeration,Minimisation	2721	2766
700551604	Exaggeration,Minimisation	2790	2819
700551604	Exaggeration,Minimisation	2832	2837
700551604	Doubt	2974	2982
700551604	Doubt	2984	3045
700551604	Doubt	3058	3094
700551604	Exaggeration,Minimisation	3122	3142
700551604	Loaded_Language	3122	3142
700551604	Causal_Oversimplification	3240	3260
700551604	Loaded_Language	3276	3292
700551604	Name_Calling,Labeling	3551	3585
700551604	Name_Calling,Labeling	3595	3606
700551604	Exaggeration,Minimisation	4283	4294
700551604	Exaggeration,Minimisation	4311	4324
700551604	Loaded_Language	4462	4475
700551604	Name_Calling,Labeling	4979	4996
700551604	Reductio_ad_hitlerum	4998	5010
700551604	Reductio_ad_hitlerum	5013	5050
700551604	Reductio_ad_hitlerum	5261	5285
700551604	Reductio_ad_hitlerum	5294	5336
700551604	Reductio_ad_hitlerum	5340	5355
700551604	Reductio_ad_hitlerum	5358	5435
700551604	Causal_Oversimplification	5558	5570
700551604	Causal_Oversimplification	5576	5660
700551604	Loaded_Language	6438	6451
700551604	Causal_Oversimplification	6944	7011
700551604	Causal_Oversimplification	7054	7077
700551604	Causal_Oversimplification	7087	7115
700551604	Causal_Oversimplification	7165	7170
700551604	Causal_Oversimplification	7174	7265
700551604	Flag-Waving	8049	8070
700551604	Flag-Waving	8073	8108
700551604	Flag-Waving	8318	8372
700551604	Flag-Waving	8613	8622
700551604	Flag-Waving	8634	8672
700551604	Flag-Waving	8677	8700
700551604	Flag-Waving	8708	8709
