701553469	Loaded_Language	37	46
701553469	Slogans	89	122
701553469	Slogans	124	156
701553469	Loaded_Language	300	324
701553469	Loaded_Language	366	378
701553469	Name_Calling,Labeling	1747	1777
701553469	Name_Calling,Labeling	1898	1914
701553469	Causal_Oversimplification	2008	2010
701553469	Causal_Oversimplification	2021	2032
701553469	Causal_Oversimplification	2037	2071
701553469	Causal_Oversimplification	2081	2133
701553469	Causal_Oversimplification	2139	2194
701553469	Doubt	2495	2508
701553469	Doubt	2513	2685
701553469	Doubt	2700	2751
701553469	Doubt	2758	2826
701553469	Exaggeration,Minimisation	3166	3188
701553469	Loaded_Language	3166	3188
701553469	Slogans	3385	3395
701553469	Slogans	3468	3496
701553469	Name_Calling,Labeling	3705	3728
701553469	Loaded_Language	3901	3916
701553469	Appeal_to_fear-prejudice	4184	4207
701553469	Appeal_to_fear-prejudice	4210	4302
