701225819	Name_Calling,Labeling	83	103
701225819	Name_Calling,Labeling	117	151
701225819	Appeal_to_fear-prejudice	136	151
701225819	Name_Calling,Labeling	177	202
701225819	Loaded_Language	312	320
701225819	Name_Calling,Labeling	1039	1073
701225819	Appeal_to_fear-prejudice	1259	1329
701225819	Appeal_to_fear-prejudice	1336	1357
701225819	Appeal_to_fear-prejudice	1569	1573
701225819	Appeal_to_fear-prejudice	1575	1640
701225819	Name_Calling,Labeling	1605	1640
701225819	Loaded_Language	1675	1683
701225819	Appeal_to_fear-prejudice	1657	1707
701225819	Name_Calling,Labeling	1976	2003
701225819	Slogans	2073	2080
701225819	Slogans	2087	2101
701225819	Loaded_Language	2275	2285
701225819	Appeal_to_fear-prejudice	2741	2751
701225819	Loaded_Language	2741	2751
701225819	Name_Calling,Labeling	2741	2751
701225819	Repetition	2741	2751
701225819	Loaded_Language	2811	2818
701225819	Name_Calling,Labeling	2811	2818
701225819	Repetition	2811	2818
701225819	Repetition	2870	2879
701225819	Loaded_Language	2908	2916
701225819	Repetition	2908	2916
701225819	Name_Calling,Labeling	2908	2933
701225819	Loaded_Language	3081	3092
701225819	Loaded_Language	3416	3424
701225819	Slogans	3830	3831
701225819	Slogans	3882	3898
701225819	Name_Calling,Labeling	3928	3946
701225819	Name_Calling,Labeling	4259	4269
701225819	Name_Calling,Labeling	4402	4423
701225819	Name_Calling,Labeling	4433	4449
701225819	Name_Calling,Labeling	4721	4741
701225819	Name_Calling,Labeling	4823	4844
701225819	Loaded_Language	6062	6072
701225819	Loaded_Language	6249	6269
