789121798	Name_Calling,Labeling	23	36
789121798	Loaded_Language	226	237
789121798	Name_Calling,Labeling	269	276
789121798	Name_Calling,Labeling	281	298
789121798	Slogans	291	298
789121798	Loaded_Language	347	366
789121798	Loaded_Language	400	422
789121798	Loaded_Language	431	441
789121798	Name_Calling,Labeling	443	452
789121798	Name_Calling,Labeling	459	483
789121798	Name_Calling,Labeling	618	634
789121798	Loaded_Language	851	860
789121798	Red_Herring	1052	1147
789121798	Name_Calling,Labeling	1160	1196
789121798	Doubt	2361	2433
789121798	Causal_Oversimplification	2504	2577
789121798	Loaded_Language	2628	2636
789121798	Causal_Oversimplification	2585	2734
789121798	Appeal_to_fear-prejudice	2932	2942
789121798	Appeal_to_fear-prejudice	2949	3063
789121798	Loaded_Language	3065	3070
789121798	Thought-terminating_Cliches	3065	3070
789121798	Loaded_Language	3103	3151
789121798	Bandwagon	3270	3294
789121798	Exaggeration,Minimisation	3270	3294
789121798	Bandwagon	3297	3303
789121798	Exaggeration,Minimisation	3297	3303
789121798	Name_Calling,Labeling	3319	3328
789121798	Name_Calling,Labeling	3341	3345
789121798	Causal_Oversimplification	3923	3943
789121798	Name_Calling,Labeling	3963	3968
789121798	Causal_Oversimplification	3956	4025
789121798	Causal_Oversimplification	4029	4098
789121798	Causal_Oversimplification	4112	4161
789121798	Exaggeration,Minimisation	4222	4240
