730573740	Loaded_Language	51	55
730573740	Loaded_Language	58	69
730573740	Appeal_to_Authority	857	865
730573740	Loaded_Language	1068	1097
730573740	Black-and-White_Fallacy	1016	1139
730573740	Name_Calling,Labeling	1302	1329
730573740	Name_Calling,Labeling	1409	1436
730573740	Loaded_Language	1345	1474
730573740	Black-and-White_Fallacy	2069	2117
730573740	Black-and-White_Fallacy	2130	2252
730573740	Appeal_to_Authority	2369	2405
730573740	Appeal_to_Authority	2411	2451
730573740	Black-and-White_Fallacy	2540	2608
730573740	Black-and-White_Fallacy	3824	3864
730573740	Black-and-White_Fallacy	3866	3910
