762147609	Flag-Waving	577	598
762147609	Name_Calling,Labeling	676	690
762147609	Exaggeration,Minimisation	1413	1417
762147609	Name_Calling,Labeling	2244	2255
762147609	Appeal_to_fear-prejudice	2274	2284
762147609	Appeal_to_fear-prejudice	2289	2322
762147609	Appeal_to_fear-prejudice	2325	2390
762147609	Appeal_to_fear-prejudice	2403	2410
762147609	Appeal_to_fear-prejudice	2421	2432
762147609	Repetition	3237	3241
762147609	Appeal_to_fear-prejudice	3907	3941
762147609	Repetition	4059	4063
762147609	Loaded_Language	4148	4153
762147609	Flag-Waving	8800	8819
